,All features,TEVA features
0,0.8566666666666667,0.9216666666666666
1,0.8702083333333335,0.9137500000000001
2,0.8783333333333333,0.9175000000000001
3,0.8699999999999999,0.9216666666666669
4,0.8908333333333334,0.93
5,0.865,0.9177083333333333
6,0.8785416666666667,0.9260416666666668
7,0.8658333333333333,0.9216666666666666
8,0.8658333333333333,0.9049999999999999
9,0.8741666666666668,0.9216666666666666
