SRC_ID,Segment,8_name,12_code,TotDASqKm,slope,length,wbody,s_order,Stream Type,Bedform,Ph2SedReg,Class,ElevDS_m,L_m,DA      _sqkm,W_reg      _m,W_Ph2      _m,W_rat,D_reg     _m,D_mn     _m,D_rat,V_mps,Rh_m,D95_mm,D84_mm,D95toD50,D84toD50,TSP,SSPup,SSPcr_Soar_D84,SSPcr_Lea_D84,logValue_Lea,tau_cr_D84,S,VC,VC_rat,ER,WtoD,IR,d50_mm,d84_d16,nBars,nFCs,pArmor,SSP,SSP_bal,SSPcr_rat_Soar,SSP_exc_Soar,SSPcr_rat_Lea,SSP_exc_Lea,RR,SSPtoD50,SSPfrXSsprdsht,Differen_SSP,RPD_SSP
115,23_T2.03C,hudsonhoosic,0202,66.9,0.022,155.1,FALSE,1,A3b,Cascade,TR,1,219.1,155.1,66.9,16.7,16.7,1.0,0.776,0.776,1,,,3691.5,2936.7,15.7,12.5,3501.9,266.4,7727.6,85542.6,713.2,3006.9,2.200,1.2,0.2,1.4,12.0,1.0,234.4,2740.9,6.4,6.4,0,209.8,0.79,0.03,-7517.779999,0.00,-85332.8,,895.0,,-209.8,-100.0
116,23_T2.03D,hudsonhoosic,0202,66.6,0.028,216.4,FALSE,1,F3b,Plane Bed,FSTCD,4,222.5,216.4,66.6,16.7,18.4,1.1,0.775,0.579,0.747,1.69,0.56,443.8,316.6,2.9,2.1,4439.3,180.6,628.3,2341.3,98.5,346.8,2.800,6.3,0.2,1.2,31.8,2.2,153.8,270.1,0.0,0.0,0,266.4,1.47,0.42,-361.9264759,0.11,-2074.9,1.76,1732.2,259.4,-7.0,-2.6
117,23_T2.04A,hudsonhoosic,0202,66.5,0.019,637.6,FALSE,1,F3,Plane Bed,FSTCD,4,228.6,637.6,66.5,16.7,18.4,1.1,0.775,0.579,0.747,1.39,0.56,443.8,316.6,2.9,2.1,3008.2,175.7,703.0,2110.4,130.2,311.1,1.900,29.8,0.5,1.2,31.8,2.2,153.8,270.1,6.3,4.7,0,180.6,1.03,0.26,-522.4247552,0.09,-1929.8,1.76,1174.5,145.0,-35.6,-19.7
118,23_T2.04B,hudsonhoosic,0202,54.3,0.021,781.2,FALSE,1,D3b,Plane Bed,DEP,6,240.8,781.2,54.3,15.2,15.2,1.0,0.729,0.594,0.815,1.50,0.56,443.8,316.6,2.9,2.1,2675.3,273.5,683.8,2168.4,121.2,320,2.100,59.2,1.4,99.0,99.0,1.0,153.8,270.1,12.8,10.2,0,175.7,0.64,0.26,-508.1057765,0.08,-1992.8,1.78,1142.2,173.8,-1.9,-1.1
119,23_T2.04C,hudsonhoosic,0202,53.5,0.033,776.9,FALSE,1,F2b,Plane Bed,FSTCD,4,257.5,776.9,53.5,15.1,17.9,1.2,0.726,0.726,1,,,574.7,445.7,2.0,1.5,4139.6,309.1,1154.8,3812.9,65.2,511.2,3.300,42.2,14.8,1.2,30.2,3.3,290.7,360.7,7.7,7.7,0.21,273.5,0.88,0.24,-881.2235123,0.07,-3539.4,,941.0,,-273.5,-100.0
120,23_T2.05-,hudsonhoosic,0202,53.2,0.037419355,4724.2,FALSE,1,C2b,Step Pool,CST,2,283.5,4724.2,53.2,15.1,18.1,1.2,0.725,0.759,1.047,2.12,0.73,658.3,456.2,2.2,1.5,4667.8,236.3,1157.6,4054.5,58.5,542,3.742,2.9,0.5,2.7,23.9,1.9,302.9,384.6,1.9,4.0,0.01,309.1,1.31,0.27,-848.4868564,0.08,-3745.4,1.60,1020.6,565.7,256.5,83.0
121,23_T2S1S1.01A,hudsonhoosic,0202,35.9,0.005,114,FALSE,1,C4,Plane Bed,CEFD,5,216.4,114.0,35.9,12.7,12.4,1.0,0.644,0.567,0.880,1.14,0.55,161.9,108.1,3.9,2.6,409.7,58.0,171.4,298.7,425.4,73.1,0.500,6.1,0.9,19.7,21.9,1.2,42.0,108.0,8.8,0.0,0,32.3,0.56,0.19,-139.1403926,0.11,-266.5,5.08,767.3,30.6,-1.6,-5.1
122,23_T2S1S1.01B,hudsonhoosic,0202,35.9,0.009,208.8,FALSE,1,F4,Plane Bed,UST,3,217.0,208.8,35.9,12.7,11.2,0.9,0.644,0.619,0.960,1.41,0.59,297.5,160.8,5.1,2.8,737.0,115.8,264.6,653.9,299.8,128.2,0.900,6.5,0.6,1.5,18.4,1.4,58.1,139.9,14.4,0.0,0.43,58.0,0.50,0.22,-206.5385122,0.09,-595.9,3.66,998.2,73.0,14.9,25.8
123,23_T2S1S1.01C,hudsonhoosic,0202,35.8,0.018,377,FALSE,1,C3,Plane Bed,UST,3,218.8,377.0,35.8,12.7,9.2,0.7,0.643,0.738,1.146,1.38,0.67,494.2,457.2,2.0,1.8,1467.8,179.6,1321.7,3512.4,118.8,442.5,1.800,10.9,5.3,2.4,12.6,1.9,253.1,401.6,0.0,0.0,0.79,115.8,0.64,0.09,-1205.934599,0.03,-3396.6,1.46,457.4,162.5,46.7,40.3
124,23_T2S1S1.02A,hudsonhoosic,0202,35.6,0.028,272.8,FALSE,1,B1,Step Pool,TR,1,225.5,272.8,35.6,12.7,12.7,1.0,0.643,0.643,1,,,381.3,293.3,4.1,3.2,2273.4,89.6,451.4,2284.5,151.8,321.3,2.800,2.0,0.5,1.6,12.0,1.0,92.5,275.2,3.7,3.7,0,179.6,2.00,0.40,-271.7583085,0.08,-2104.9,,1942.7,,-179.6,-100.0
125,23_T2S1S1.02B,hudsonhoosic,0202,35.5,0.014,315.5,FALSE,1,F3,Plane Bed,UST,3,233.2,315.5,35.5,12.6,14.2,1.1,0.642,0.561,0.873,1.00,0.54,474.8,402.3,2.4,2.0,1133.0,67.2,1098.3,2771.6,160.2,362.9,1.400,3.9,0.5,1.2,25.4,2.5,198.0,356.0,3.2,0.0,0.21,89.6,1.33,0.08,-1008.692354,0.03,-2682,1.35,452.8,74.3,-15.3,-17.1
126,23_T2S1S1.03-,hudsonhoosic,0202,35.4,0.010528331,1592.2,FALSE,1,C4,Riffle Pool,CEFD,5,237.7,1592.2,35.4,12.6,13.2,1.0,0.641,0.585,0.913,1.72,0.56,279.9,103.4,6.1,2.3,847.9,90.3,145.6,339.8,218.2,86.1,1.053,7.5,0.6,2.0,22.6,1.0,45.8,99.8,26.4,3.1,0.07,67.2,0.74,0.46,-78.37395036,0.20,-272.6,5.45,1466.5,100.1,32.9,48.9
127,26_M01A,otter,0203,301.4,0.001,481.6,FALSE,1,A4c,Riffle Pool,CST,2,67.1,481.6,301.4,32.4,32.6,1.0,1.219,1.405,1.152,0.90,1.36,347.7,190.4,16.9,9.2,797.3,172.3,279.6,498.5,4875.6,82.1,0.100,1.4,1.0,1.1,23.2,1.0,20.6,188.3,4.2,0.0,0.09,24.6,0.14,0.09,-254.9506704,0.05,-473.9,7.14,1196.1,12.0,-12.6,-51.4
128,26_M01B,otter,0203,301.3,0.007,662.3,FALSE,1,A1c,Bedrock,TR,1,67.7,662.3,301.3,32.4,32.4,1.0,1.219,1.219,1,,,3691.5,2936.7,15.7,12.5,5578.6,45.0,10254.5,59518.4,1626.6,2182.1,0.700,1.4,0.2,1.4,12.0,1.0,234.4,2740.9,1.5,0.0,0.03,172.3,3.83,0.02,-10082.11886,0.00,-59346,,735.2,,-172.3,-100.0
129,26_M02-,otter,0203,299.8,0.001835168,1826.9,FALSE,1,C4,Riffle Pool,FSTCD,4,72.5,1826.9,299.8,32.3,28.3,0.9,1.217,0.674,0.553,0.69,0.34,64.0,60.3,1.3,1.2,1454.7,56.8,125.4,81.2,409.3,30.8,0.184,8.8,1.4,5.9,21.1,1.2,50.2,53.4,9.3,2.2,0.06,45.0,0.79,0.36,-80.39796761,0.55,-36.1,5.71,898.1,4.3,-40.7,-90.5
130,26_M03-,otter,0203,295.2,0.002335669,913.4,FALSE,1,C4,Riffle Pool,FSTCD,4,75.9,913.4,295.2,32.1,41.8,1.3,1.212,0.680,0.561,1.17,0.67,60.6,46.4,2.2,1.7,1821.4,35.7,68.8,62.3,480.8,25.4,0.234,6.3,0.4,9.1,62.3,1.4,27.6,33.3,7.7,1.1,0.11,56.8,1.59,0.83,-11.98909886,0.91,-5.5,14.45,2055.5,18.0,-38.7,-68.2
131,26_M04-,otter,0203,250.7,0.001627907,1310.6,FALSE,1,C4,Riffle Pool,UST,3,78.0,1310.6,250.7,29.9,24.4,0.8,1.154,1.390,1.204,1.54,1.33,81.3,61.1,2.1,1.5,1065.7,44.8,115.0,83.1,573.4,30.2,0.163,15.7,2.3,12.5,17.4,1.2,39.5,39.1,4.6,1.5,0.16,35.7,0.80,0.31,-79.32898396,0.43,-47.4,21.76,903.2,32.7,-3.0,-8.5
132,26_M05-,otter,0203,246.8,0.002061856,739.1,FALSE,1,C4,Riffle Pool,FSTCD,4,80.2,739.1,246.8,29.6,33.5,1.1,1.148,1.210,1.054,1.62,1.17,64.0,54.5,1.8,1.5,1327.3,40.9,93.8,75,477.3,28.7,0.206,6.7,0.6,5.9,27.7,1.4,35.7,42.2,10.8,4.1,0.04,44.8,1.09,0.48,-48.98776359,0.60,-30.3,21.55,1253.2,38.4,-6.3,-14.2
133,26_M06-,otter,0203,237.7,0.001930502,789.4,FALSE,1,C4,Riffle Pool,FSTCD,4,81.7,789.4,237.7,29.2,31.4,1.1,1.136,0.884,0.778,1.26,0.85,84.6,50.4,3.5,2.1,1193.9,34.3,72.1,68.7,684.3,26.1,0.193,11.7,1.4,1.8,31.2,1.4,24.2,49.8,11.4,2.5,0.09,40.9,1.19,0.57,-31.17822247,0.60,-27.8,16.94,1694.3,20.4,-20.5,-50.2
134,26_M07-,otter,0203,236.8,0.001621797,939.7,FALSE,1,C4,Riffle Pool,FSTCD,4,83.2,939.7,236.8,29.1,54.8,1.9,1.134,0.357,0.314,0.48,0.35,127.1,85.0,3.2,2.1,999.1,68.6,161.8,143,785.5,42,0.162,8.2,2.5,13.3,149.8,1.7,40.3,77.0,10.6,2.1,0.25,34.3,0.50,0.21,-127.4902308,0.24,-108.7,4.16,851.8,2.7,-31.6,-92.2
135,26_M08-,otter,0203,234.1,0.003265306,1120.1,FALSE,1,C4,Riffle Pool,FSTCD,4,84.7,1120.1,234.1,29.0,35.1,1.2,1.130,0.969,0.857,1.27,0.95,344.5,158.4,8.3,3.8,1986.4,107.8,270.3,494.7,861.8,95.1,0.327,3.3,1.6,3.9,36.2,1.7,41.3,148.5,6.2,0.0,0.08,68.6,0.64,0.25,-201.7508057,0.14,-426.2,5.98,1659.4,38.7,-29.9,-43.6
136,26_M09-,otter,0203,230.4,0.005184033,1175.9,FALSE,1,B4c,Plane Bed,TR,1,88.4,1175.9,230.4,28.8,28.9,1.0,1.125,0.753,0.669,1.01,0.73,487.3,282.6,12.8,7.4,3101.0,64.5,422.7,1502.1,1200.5,193.1,0.518,2.1,0.2,1.3,37.9,1.9,37.9,281.8,1.7,0.0,0.03,107.8,1.67,0.25,-314.9409423,0.07,-1394.3,2.58,2840.6,37.5,-70.3,-65.2
137,26_M10-,otter,0203,228.8,0.003117207,1466.6,FALSE,1,C4,Riffle Pool,FSTCD,4,94.5,1466.6,228.8,28.7,29.3,1.0,1.123,0.905,0.806,1.55,0.88,87.3,62.3,3.2,2.3,1850.3,55.9,86.8,111.2,534.5,36.9,0.312,12.5,1.0,3.1,38.5,1.6,27.1,60.9,11.6,2.0,0.09,64.5,1.15,0.74,-22.28803016,0.58,-46.7,14.19,2381.7,42.0,-22.5,-34.9
138,26_M11A,otter,0203,193.7,0.003,500.2,FALSE,1,C4,Plane Bed,UST,3,99.1,500.2,193.7,26.7,24.4,0.9,1.068,1.393,1.304,1.36,1.35,449.6,279.2,10.9,6.8,1490.4,55.3,483.9,1220.8,1614.4,163.6,0.300,12.5,1.9,10.4,17.4,1.8,41.3,278.6,6.0,0.0,0.19,55.9,1.01,0.12,-427.9653732,0.05,-1164.9,4.84,1353.2,53.9,-2.0,-3.5
139,26_M11B,otter,0203,190.4,0.003,456.3,FALSE,1,D4c,Braided,FSTCD,4,100.6,456.3,190.4,26.5,52.1,2.0,1.062,0.622,0.585,1.04,0.61,116.3,84.1,2.8,2.0,1463.2,54.2,146.8,168.6,479.3,49.3,0.300,6.6,0.5,9.2,85.4,1.1,41.9,68.1,13.2,4.4,0.06,55.3,1.02,0.38,-91.44251998,0.33,-113.3,7.25,1319.7,18.7,-36.6,-66.2
140,26_M12A,otter,0203,184.6,0.003,292.3,FALSE,1,C3,Riffle Pool,FSTCD,4,102.1,292.3,184.6,26.1,25.2,1.0,1.053,0.799,0.759,1.17,0.79,160.7,110.7,2.5,1.7,1415.3,72.3,240.5,248.1,407.8,64.9,0.300,13.5,1.5,13.5,31.8,1.5,64.9,87.0,6.8,0.0,0.34,54.2,0.75,0.23,-186.228586,0.22,-193.9,7.10,836.0,27.2,-27.1,-49.9
141,26_M12B,otter,0203,184.5,0.004,1550.4,FALSE,1,C4,Riffle Pool,FSTCD,4,103.0,1550.4,184.5,26.1,48.5,1.9,1.053,0.445,0.423,0.64,0.44,250.1,193.1,2.8,2.1,1886.5,107.8,468.2,647.4,416.9,122.7,0.400,8.8,0.4,3.8,108.9,1.7,90.0,171.1,5.8,5.2,0.03,72.3,0.67,0.15,-395.8742392,0.11,-575.1,2.29,803.4,11.2,-61.1,-84.5
142,26_M12C,otter,0203,182.8,0.006,514.5,FALSE,1,C4,Riffle Pool,FSTCD,4,109.7,514.5,182.8,26.0,28.9,1.1,1.050,0.768,0.732,1.46,0.76,241.4,146.7,3.8,2.3,2801.4,147.9,276.5,489.1,332.6,104.4,0.600,22.2,0.9,29.3,37.9,1.7,64.0,121.1,5.8,3.9,0.05,107.8,0.73,0.39,-168.7088389,0.22,-381.3,5.17,1684.7,65.4,-42.4,-39.3
143,26_M15-,otter,0203,179.2,0.011404216,2645.8,FALSE,1,C3,Riffle Pool,FSTCD,4,150.0,2645.8,179.2,25.8,29.6,1.2,1.043,0.664,0.637,1.50,0.65,348.3,220.1,3.2,2.0,5213.0,273.7,471.4,1056,182.7,187.5,1.140,5.6,1.2,3.7,40.5,1.7,110.1,182.2,5.3,3.0,0.13,202.4,0.74,0.43,-268.9775763,0.19,-853.7,2.95,1838.9,108.9,-93.5,-46.2
144,26_M16A,otter,0201,128.6,0.019,223.1,FALSE,1,D3,Braided,DEP,6,180.1,223.1,128.6,22.3,22.3,1.0,0.945,0.945,1,,,1393.4,705.0,9.2,4.6,6092.2,590.2,1555.3,8184.5,293.9,692.8,1.900,4.5,2.4,99.0,99.0,1.0,151.8,695.1,22.4,0.0,0,273.7,0.46,0.18,-1281.644204,0.03,-7910.8,,1802.9,,-273.7,-100.0
145,26_M16B,otter,0201,128.5,0.041,1431.6,FALSE,1,A3,Step Pool,TR,1,184.4,1431.6,128.5,22.3,20.9,0.9,0.944,0.735,0.778,,0.72,3691.5,2936.7,15.7,12.5,13134.1,194.9,6353.9,103525,455.6,3579.5,4.100,1.9,0.3,1.2,26.4,1.0,234.4,2740.9,4.2,0.0,0.21,590.2,3.03,0.09,-5763.680865,0.01,-102934.8,0.24,2517.8,,-590.2,-100.0
146,26_T3.01-,otter,0202,46.3,0.003821083,1356,FALSE,1,C4,Riffle Pool,UST,3,180.1,1356.0,46.3,14.2,13.8,1.0,0.695,0.579,0.833,0.75,0.55,249.0,224.8,4.2,3.8,410.6,43.1,447.9,876.5,755.8,141,0.382,8.6,0.9,7.9,23.8,1.7,59.7,177.6,10.3,5.9,0.07,28.9,0.67,0.06,-419.0121504,0.03,-847.5,2.47,484.1,15.5,-13.4,-46.4
147,26_T3.02-,otter,0202,43.3,0.005936319,1129.5,FALSE,1,C4,Riffle Pool,UST,3,185.3,1129.5,43.3,13.8,14.9,1.1,0.681,0.488,0.716,0.88,0.47,237.4,180.0,4.5,3.4,593.8,103.6,307.8,708.8,502,127.7,0.594,9.2,2.0,10.2,30.5,1.7,52.4,178.3,15.9,6.2,0.16,43.1,0.42,0.14,-264.6896664,0.06,-665.7,2.61,821.6,23.9,-19.1,-44.4
148,26_T3.03A,otter,0202,30.0,0.018,171.6,FALSE,1,C3,Plane Bed,UST,3,192.0,171.6,30.0,11.7,12.1,1.0,0.610,0.655,1.074,1.39,0.63,467.4,382.4,2.4,1.9,1215.4,132.3,973.1,2729.2,128.2,370.1,1.800,4.7,0.4,1.8,38.8,1.5,196.1,336.7,11.7,0.0,0.02,103.6,0.78,0.11,-869.4783786,0.04,-2625.6,1.66,528.2,156.0,52.4,50.5
149,26_T3.03B,otter,0202,30.0,0.023,402.9,FALSE,1,F3b,Plane Bed,FSTCD,4,195.1,402.9,30.0,11.7,13.7,1.2,0.610,0.539,0.884,1.25,0.53,471.4,393.1,7.4,6.1,1552.3,206.9,533.7,3785.1,338.7,407.6,2.300,10.9,5.8,1.3,25.0,2.7,64.0,386.8,5.0,2.5,0.21,132.3,0.64,0.25,-401.3293908,0.03,-3652.8,1.34,2067.9,148.3,16.0,12.1
150,27_M03-,champlain,0502,207.5,0.000365564,1667.5,FALSE,1,C5,Dune Ripple,CEFD,5,29.3,1667.5,207.5,27.5,19.9,0.7,1.090,1.350,1.238,1.20,1.26,7.1,3.2,8.3,3.7,195.5,14.5,1.1,0.7,4067.8,1,0.037,18.4,1.4,15.8,14.8,1.0,0.9,3.1,1.2,1.2,0.02,7.1,0.49,6.46,6.013919426,10.24,6.4,395.00,8329.0,5.4,-1.7,-23.8
151,27_M04-,champlain,0502,206.1,0.000748503,1628.8,FALSE,1,E5,Dune Ripple,CEFD,5,29.9,1628.8,206.1,27.4,16.4,0.6,1.088,1.536,1.412,1.58,1.42,15.6,9.3,125.2,74.4,397.4,48.1,1.1,6,48284.2,3.7,0.075,13.5,4.9,27.8,10.7,1.0,0.1,9.2,8.6,1.8,0,14.5,0.30,13.07,13.39866969,2.40,8.5,153.13,116069.4,16.5,2.0,14.0
152,27_M05-,champlain,0502,203.0,0.002506266,729.7,FALSE,1,C3,Riffle Pool,UST,3,31.1,729.7,203.0,27.2,25.6,0.9,1.083,0.780,0.720,0.77,0.77,3251.0,254.4,15.9,1.2,1309.2,137.2,1013.2,776.2,338.2,141.8,0.251,2.7,0.3,2.3,32.3,1.5,204.6,252.4,11.0,0.0,0,48.1,0.35,0.05,-965.0456484,0.06,-728.1,3.03,235.2,14.6,-33.5,-69.6
153,27_M06-,champlain,0502,200.5,0.007202881,1777.2,FALSE,1,C3,Riffle Pool,FSTCD,4,32.9,1777.2,200.5,27.1,25.9,1.0,1.079,1.055,0.977,1.93,1.03,241.0,182.4,3.2,2.4,3713.6,133.2,360.2,721.6,305.7,136.6,0.720,9.2,2.7,2.1,24.3,2.0,75.9,181.8,11.3,1.7,0.01,137.2,1.03,0.38,-222.9284907,0.19,-584.3,5.63,1808.1,140.3,3.1,2.2
154,27_M07-,champlain,0502,194.6,0.007124068,2780.9,FALSE,1,B4c,Riffle Pool,TR,1,45.7,2780.9,194.6,26.7,22.6,0.8,1.070,1.024,0.957,2.36,0.99,154.4,86.8,4.8,2.7,3557.7,28.5,111.6,241.2,347.8,64.8,0.712,3.4,0.3,1.7,21.8,1.0,32.0,86.6,1.1,0.0,0.01,133.2,4.67,1.19,21.62011067,0.55,-108,11.45,4162.4,163.6,30.4,22.8
155,27_M08-,champlain,0502,191.6,0.001542258,1976.2,FALSE,1,C4,Riffle Pool,CEFD,5,65.5,1976.2,191.6,26.5,22.9,0.9,1.064,1.100,1.034,1.40,1.05,69.7,39.0,4.2,2.4,757.1,36.1,48.0,44.5,910.5,19,0.154,10.6,5.1,12.0,20.9,1.0,16.5,38.6,3.0,0.0,0.02,28.5,0.79,0.59,-19.45927624,0.64,-16,27.01,1725.3,22.4,-6.2,-21.7
156,27_M09A,champlain,0502,183.9,0.002,306,FALSE,1,F4,Plane Bed,UST,3,68.6,306.0,183.9,26.0,25.8,1.0,1.051,0.814,0.774,0.89,0.80,238.6,141.8,6.3,3.7,939.7,180.3,252.9,357.5,1195.6,74.2,0.200,2.1,0.9,1.4,31.7,2.7,37.9,141.3,3.3,0.0,0,36.1,0.20,0.14,-216.8129703,0.10,-321.5,5.61,950.6,14.0,-22.1,-61.3
157,27_M10B,champlain,0502,175.4,0.004,1077.4,FALSE,1,C4,Riffle Pool,FSTCD,4,70.4,1077.4,175.4,25.5,26.1,1.0,1.037,0.792,0.764,1.18,0.78,441.3,163.3,9.8,3.6,1787.1,157.2,279.9,547.2,705,103.7,0.400,5.4,2.1,2.7,32.9,1.6,45.0,163.2,2.8,2.8,0,70.0,0.45,0.25,-209.8592446,0.13,-477.1,4.80,1556.5,36.3,-33.7,-48.1
158,27_M10C,champlain,0502,174.8,0.009,823.2,FALSE,1,B4c,Riffle Pool,CST,2,74.7,823.2,174.8,25.5,27.9,1.1,1.036,0.969,0.936,2.31,0.95,297.0,122.1,34.3,14.1,4005.6,52.3,77.5,556.2,1527.5,97.4,0.900,2.6,0.7,2.2,28.8,1.5,8.7,122.0,4.9,0.0,0,157.2,3.01,2.03,79.69261265,0.28,-398.9,7.81,18150.5,194.6,37.3,23.7
159,27_M10D,champlain,0502,174.2,0.003,1483.7,FALSE,1,C4,Riffle Pool,FSTCD,4,82.3,1483.7,174.2,25.4,34.1,1.3,1.035,0.594,0.574,0.79,0.59,302.7,164.2,4.7,2.6,1330.8,51.6,354.1,478.4,613,96.2,0.300,3.8,1.5,7.1,57.4,1.6,64.0,161.7,2.0,0.7,0,52.3,1.01,0.15,-301.8270015,0.11,-426.1,3.58,817.3,13.7,-38.6,-73.8
160,27_M10E,champlain,0502,170.6,0.003,350.2,FALSE,1,C3,Riffle Pool,UST,3,86.6,350.2,170.6,25.2,19.4,0.8,1.028,0.914,0.889,1.08,0.88,279.9,192.9,4.2,2.9,1301.0,308.9,423.3,621.4,696.2,113.1,0.300,2.5,1.6,7.6,21.2,1.4,66.2,191.6,0.0,0.0,0.06,51.6,0.17,0.12,-371.6699802,0.08,-569.8,4.57,779.5,27.9,-23.7,-46.0
161,27_M10F,champlain,0502,169.9,0.018,171.9,FALSE,1,B1c,Bedrock,TR,1,87.8,171.9,169.9,25.2,25.2,1.0,1.027,1.027,1,,,3691.5,2936.7,15.7,12.5,7771.1,61.6,8170.4,80357.6,824.1,2842.6,1.800,1.6,0.2,1.6,12.0,1.0,234.4,2740.9,0.0,0.0,0.04,308.9,5.01,0.04,-7861.49728,0.00,-80048.7,,1317.7,,-308.9,-100.0
162,27_M11-,champlain,0502,169.8,0.003591739,1018.3,FALSE,1,C4,Riffle Pool,FSTCD,4,90.8,1018.3,169.8,25.2,20.4,0.8,1.027,1.061,1.03,1.27,1.03,522.8,225.3,10.1,4.4,1550.0,48.2,422.6,881.1,914.2,138.9,0.359,7.5,1.1,23.9,19.3,1.6,51.7,223.9,2.9,0.0,0,61.6,1.28,0.15,-360.9968148,0.07,-819.5,4.56,1191.2,45.9,-15.7,-25.5
163,27_M12A,champlain,0502,152.8,0.003,1107,FALSE,1,E4,Dune Ripple,CEFD,5,94.5,1107.0,152.8,24.0,14.2,0.6,0.995,1.219,1.23,1.33,1.22,247.6,225.7,4.3,3.9,1156.1,111.3,463.5,821.5,930.3,132.3,0.300,6.7,1.8,8.0,11.6,1.2,58.0,224.4,0.9,0.0,0,48.2,0.43,0.10,-415.3686074,0.06,-773.3,5.40,830.4,47.6,-0.5,-1.1
164,27_M12B,champlain,0502,150.6,0.007,353.9,FALSE,1,B4c,Plane Bed,UST,3,97.5,353.9,150.6,23.9,18.1,0.8,0.990,1.018,1.03,1.66,0.97,624.1,237.8,9.8,3.7,2656.7,12.5,433.9,1146.1,482.5,176.7,0.700,3.6,0.5,2.0,17.8,1.7,64.0,236.2,2.8,0.0,0.07,111.3,8.90,0.26,-322.5241314,0.10,-1034.7,4.08,1739.8,110.4,-0.9,-0.8
165,27_M13B,champlain,0501,99.9,0.002,1231.9,FALSE,1,C4,Riffle Pool,UST,3,103.0,1231.9,99.9,19.9,17.1,0.9,0.876,0.573,0.65,0.53,0.56,664.0,237.2,11.3,4.0,489.1,40.6,525.8,782.5,1295.3,124.1,0.200,5.3,1.5,3.2,29.9,1.9,58.6,235.5,0.8,0.0,0.03,24.6,0.60,0.05,-501.2652714,0.03,-758,2.36,419.1,5.8,-18.8,-76.4
166,27_M14-,champlain,0501,98.9,0.003330003,915.3,FALSE,1,B3c,Riffle Pool,TR,1,106.7,915.3,98.9,19.8,15.8,0.8,0.873,0.753,0.86,0.91,0.73,630.3,221.3,12.6,4.4,806.2,12.2,414.6,839.3,978.3,133.6,0.333,3.6,0.2,1.5,21.1,1.0,50.2,219.9,4.4,0.0,0.03,40.6,3.35,0.10,-373.9325534,0.05,-798.7,3.31,810.5,21.7,-19.0,-46.7
167,27_M15A,champlain,0501,98.2,0.001,1878.1,FALSE,1,E4,Riffle Pool,CEFD,5,109.7,1878.1,98.2,19.8,13.7,0.7,0.871,1.289,1.48,1.66,1.17,51.4,7.6,8.3,1.2,240.2,23.9,6.1,3,649,3.3,0.100,16.7,0.7,20.0,10.7,1.0,6.2,6.3,19.7,3.2,0.02,12.2,0.51,1.98,6.019834177,4.00,9.1,153.24,1964.0,19.0,6.9,56.7
168,27_M15B,champlain,0501,95.6,0.002,1215.8,FALSE,1,C4,Riffle Pool,FSTCD,4,112.2,1215.8,95.6,19.5,17.5,0.9,0.864,0.482,0.56,0.77,0.47,190.9,58.9,24.8,7.6,466.5,5.9,47.3,105.3,2446.1,30.8,0.200,24.4,1.7,8.0,35.8,1.6,7.7,57.5,12.3,3.3,0.01,23.9,4.03,0.51,-23.39469597,0.23,-81.4,7.92,3102.5,7.0,-16.9,-70.6
169,27_M16-,champlain,0501,68.9,0.000609849,1999.1,FALSE,1,C4,Riffle Pool,CEFD,5,114.6,1999.1,68.9,16.9,17.1,1.0,0.783,0.850,1.09,0.86,0.80,21.9,17.5,5.7,4.6,100.2,8.9,11.9,10.8,3444.3,6.6,0.061,14.3,1.0,11.4,20.0,1.2,3.8,17.2,2.0,1.5,0.09,5.9,0.67,0.50,-6.00926321,0.55,-4.9,45.55,1546.9,4.1,-1.8,-30.7
170,27_M17A,champlain,0501,59.8,0.001,1050.3,FALSE,1,E4,Riffle Pool,CEFD,5,115.8,1050.3,59.8,15.9,9.6,0.6,0.751,1.396,1.86,1.72,1.21,7.8,7.4,1.2,1.2,141.3,17.7,6.0,2.9,620.4,3.2,0.100,13.7,0.7,42.0,6.9,1.3,6.3,6.1,1.9,1.0,0.06,8.9,0.50,1.48,2.877687092,3.07,6,162.90,1412.7,20.4,11.5,128.9
171,27_M17B,champlain,0501,59.3,0.002,2606.5,FALSE,1,E4,Riffle Pool,CEFD,5,117.0,2606.5,59.3,15.8,10.3,0.6,0.749,1.512,2.02,2.58,1.32,7.8,7.4,1.2,1.2,279.9,67.2,5.4,3.6,376.7,3.9,0.200,19.3,1.4,10.1,6.8,1.3,6.3,6.1,8.8,0.8,0.02,17.7,0.26,3.29,12.30044916,4.95,14.1,178.53,2809.2,66.9,49.2,278.3
172,27_M17C,champlain,0501,54.7,0.008,611.1,FALSE,1,C4,Riffle Pool,UST,3,121.3,611.1,54.7,15.3,10.3,0.7,0.731,0.881,1.21,2.55,0.81,65.1,46.8,6.3,4.5,1027.2,533.3,33.3,107.5,534.5,36.1,0.800,13.4,5.6,19.6,11.7,1.4,10.3,45.8,6.5,3.3,0.05,67.2,0.13,2.02,33.93759792,0.63,-40.3,17.40,6513.3,163.0,95.8,142.5
173,27_M18-,champlain,0501,47.7,0.069156294,440.7,FALSE,1,B1a,Step Pool,TR,1,126.5,440.7,47.7,14.4,15.2,1.1,0.701,0.701,1,,,939.0,776.0,4.1,3.4,7673.1,15.4,1354.2,12715,85.1,1095,6.916,2.4,0.1,2.2,12.8,1.0,227.6,768.9,0.0,2.3,0.02,533.3,34.63,0.39,-820.917445,0.04,-12181.8,,2342.6,,-533.3,-100.0
